id,area,loss_0_1,diff_loss,diff_target
12496,155,0,0,0
12587,155,0,0,0
12624,155,0,0,0
12638,155,0,0,0
12684,155,0,0,0
12719,155,0,0,0
12720,155,0,0,0
12746,155,0,0,0
12895,155,0,0,0
13214,155,0,0,0
13349,155,0,0,0
13351,155,0,0,0
13370,155,0,0,0
13512,155,0,0,0
13586,155,0,0,0
13674,155,0,0,0
13681,155,0,0,0
13693,155,0,0,0
13708,155,0,0,0
13734,155,0,0,0
13743,155,0,0,0
13774,155,0,0,0
13790,155,0,0,0
13882,155,0,0,0
13899,155,0,0,0
14106,155,0,0,0
14228,155,0,0,0
14298,155,0,0,0
49462,315,0,0,0
49355,315,0,0,0
49345,315,0,0,0
49318,315,0,0,0
49283,315,0,0,0
49259,315,0,0,0
49247,315,0,0,0
49214,315,0,0,0
49155,315,0,0,0
49145,315,0,0,0
49144,315,0,0,0
49143,315,0,0,0
49109,315,0,0,0
49082,315,0,0,0
49048,315,0,0,0
49024,315,0,0,0
458,315,0,0,0
446,315,0,0,0
427,315,0,0,0
419,315,0,0,0
401,315,0,0,0
348,315,0,0,0
314,315,0,0,0
256,315,0,0,0
249,315,0,0,0
245,315,0,0,0
240,315,0,0,0
204,315,0,0,0
167,315,0,0,0
161,315,0,0,0
139,315,0,0,0
49468,315,0,0,0
2134,315,0,0,0
2125,315,0,0,0
2123,315,0,0,0
2047,315,0,0,0
2037,315,0,0,0
2036,315,0,0,0
1991,315,0,0,0
1977,315,0,0,0
1953,315,0,0,0
1952,315,0,0,0
1727,315,0,0,0
1604,315,0,0,0
1599,315,0,0,0
1415,315,0,0,0
1404,315,0,0,0
1393,315,0,0,0
2688,315,0,0,0
2661,315,0,0,0
2637,315,0,0,0
2633,315,0,0,0
2608,315,0,0,0
2497,315,0,0,0
2418,315,0,0,0
2363,315,0,0,0
2347,315,0,0,0
2339,315,0,0,0
2307,315,0,0,0
2300,315,0,0,0
2248,315,0,0,0
2231,315,0,0,0
2171,315,0,0,0
2167,315,0,0,0
3096,315,0,0,0
3067,315,0,0,0
3032,315,0,0,0
3029,315,0,0,0
2975,315,0,0,0
2974,315,0,0,0
2939,315,0,0,0
2919,315,0,0,0
2907,315,0,0,0
2871,315,0,0,0
2868,315,0,0,0
2858,315,0,0,0
2857,315,0,0,0
2843,315,0,0,0
2826,315,0,0,0
2802,315,0,0,0
3570,315,0,0,0
3569,315,0,0,0
3549,315,0,0,0
3531,315,0,0,0
3515,315,0,0,0
3513,315,0,0,0
3504,315,0,0,0
3423,315,0,0,0
3415,315,0,0,0
3284,315,0,0,0
3235,315,0,0,0
3234,315,0,0,0
3219,315,0,0,0
3178,315,0,0,0
3130,315,0,0,0
3107,315,0,0,0
4046,315,0,0,0
4045,315,0,0,0
3994,315,0,0,0
3954,315,0,0,0
3924,315,0,0,0
3908,315,0,0,0
3837,315,0,0,0
3832,315,0,0,0
3829,315,0,0,0
3816,315,0,0,0
3771,315,0,0,0
3770,315,0,0,0
3727,315,0,0,0
3632,315,0,0,0
3630,315,0,0,0
3617,315,0,0,0
4482,315,0,0,0
4441,315,0,0,0
4425,315,0,0,0
4411,315,0,0,0
4382,315,0,0,0
4332,315,0,0,0
4307,315,0,0,0
4305,315,0,0,0
4268,315,0,0,0
4254,315,0,0,0
4253,315,0,0,0
4252,315,0,0,0
4215,315,0,0,0
4193,315,0,0,0
4135,315,0,0,0
4103,315,0,0,0
4933,315,0,0,0
4931,315,0,0,0
4930,315,0,0,0
4926,315,0,0,0
4887,315,0,0,0
4827,315,0,0,0
4819,315,0,0,0
4782,315,0,0,0
4740,315,0,0,0
4723,315,0,0,0
4639,315,0,0,0
4557,315,0,0,0
4555,315,0,0,0
4554,315,0,0,0
4545,315,0,0,0
4527,315,0,0,0
5308,315,0,0,0
5304,315,0,0,0
5274,315,0,0,0
5257,315,0,0,0
5251,315,0,0,0
5212,315,0,0,0
5171,315,0,0,0
5167,315,0,0,0
5160,315,0,0,0
592,461,1,0,-1
1284,461,1,0,-1
3411,461,1,0,-1
4454,461,1,0,-1
5120,461,1,0,-1
5042,461,1,0,-1
5891,461,1,0,-1
5710,461,1,0,-1
8555,461,1,0,-1
7194,461,1,0,-1
6987,461,1,0,-1
14738,461,1,0,-1
11947,461,1,0,-1
12971,461,1,0,-1
11358,461,1,0,-1
10106,461,1,0,-1
15095,461,1,0,-1
15548,461,1,0,-1
16220,461,1,0,-1
16275,461,1,0,-1
14122,461,1,0,-1
14330,461,1,0,-1
13046,461,1,0,-1
26026,461,1,0,-1
23622,461,1,0,-1
23144,461,1,0,-1
20780,461,1,0,-1
19727,461,1,0,-1
18756,461,1,0,-1
16832,461,1,0,-1
16798,461,1,0,-1
49546,132,0,0,0
49515,132,0,0,0
49506,132,0,0,0
49483,132,0,0,0
49477,132,0,0,0
49464,132,0,0,0
49462,132,0,0,0
49461,132,0,0,0
49446,132,0,0,0
49271,132,0,0,0
49246,132,0,0,0
49245,132,0,0,0
49236,132,0,0,0
49228,132,0,0,0
49212,132,0,0,0
49192,132,0,0,0
496,132,0,0,0
412,132,0,0,0
389,132,0,0,0
369,132,0,0,0
351,132,0,0,0
346,132,0,0,0
308,132,0,0,0
235,132,0,0,0
218,132,0,0,0
197,132,0,0,0
128,132,0,0,0
64,132,0,0,0
63,132,0,0,0
52,132,0,0,0
39,132,0,0,0
49560,132,0,0,0
2581,132,0,0,0
2499,132,0,0,0
2412,132,0,0,0
2405,132,0,0,0
2391,132,0,0,0
2388,132,0,0,0
2355,132,0,0,0
2162,132,0,0,0
2130,132,0,0,0
2100,132,0,0,0
1986,132,0,0,0
1937,132,0,0,0
1772,132,0,0,0
1671,132,0,0,0
1594,132,0,0,0
1550,132,0,0,0
2934,132,0,0,0
2882,132,0,0,0
2870,132,0,0,0
2867,132,0,0,0
2866,132,1,1,0
2840,132,0,0,0
2838,132,0,0,0
2824,132,0,0,0
2764,132,0,0,0
2746,132,0,0,0
2695,132,0,0,0
2685,132,0,0,0
2684,132,0,0,0
2683,132,0,0,0
2626,132,0,0,0
2618,132,0,0,0
3426,132,0,0,0
3381,132,0,0,0
3379,132,0,0,0
3354,132,0,0,0
3315,132,0,0,0
3216,132,0,0,0
3185,132,0,0,0
3162,132,0,0,0
3116,132,0,0,0
3063,132,0,0,0
3023,132,0,0,0
3012,132,0,0,0
3006,132,0,0,0
2982,132,0,0,0
2971,132,0,0,0
2963,132,0,0,0
3921,132,0,0,0
3912,132,0,0,0
3852,132,0,0,0
3821,132,0,0,0
3806,132,0,0,0
3752,132,0,0,0
3703,132,0,0,0
3671,132,0,0,0
3633,132,0,0,0
3540,132,0,0,0
3513,132,0,0,0
3501,132,0,0,0
3498,132,0,0,0
3479,132,0,0,0
3455,132,0,0,0
3442,132,0,0,0
4384,132,0,0,0
4379,132,0,0,0
4309,132,0,0,0
4280,132,0,0,0
4265,132,0,0,0
4229,132,0,0,0
4213,132,0,0,0
4212,132,0,0,0
4150,132,0,0,0
4131,132,0,0,0
4097,132,0,0,0
4081,132,0,0,0
4009,132,0,0,0
3981,132,0,0,0
3979,132,0,0,0
3965,132,0,0,0
4976,132,0,0,0
4953,132,0,0,0
4897,132,0,0,0
4821,132,0,0,0
4791,132,0,0,0
4790,132,0,0,0
4778,132,0,0,0
4761,132,0,0,0
4759,132,0,0,0
4743,132,0,0,0
4741,132,0,0,0
4739,132,0,0,0
4726,132,0,0,0
4651,132,0,0,0
4565,132,0,0,0
4524,132,0,0,0
5390,132,0,0,0
5369,132,0,0,0
5311,132,0,0,0
5284,132,1,1,0
5240,132,0,0,0
5238,132,0,0,0
5236,132,0,0,0
5226,132,0,0,0
5187,132,0,0,0
5169,132,0,0,0
5130,132,0,0,0
5113,132,0,0,0
5077,132,0,0,0
5039,132,0,0,0
4995,132,0,0,0
4991,132,0,0,0
5840,132,0,0,0
5831,132,0,0,0
5808,132,0,0,0
5801,132,0,0,0
5747,132,0,0,0
5744,132,0,0,0
5689,132,0,0,0
5679,132,0,0,0
5626,132,0,0,0
5597,132,0,0,0
5576,132,0,0,0
5571,132,0,0,0
5502,132,0,0,0
5491,132,0,0,0
5462,132,0,0,0
5416,132,0,0,0
6148,132,0,0,0
6133,132,0,0,0
6118,132,0,0,0
6111,132,0,0,0
6110,132,0,0,0
6058,132,0,0,0
6028,132,0,0,0
6022,132,0,0,0
5976,132,0,0,0
5958,132,0,0,0
8,277,0,0,0
157,277,0,0,0
162,277,0,0,0
266,277,0,0,0
342,277,0,0,0
373,277,0,0,0
786,277,0,0,0
1368,277,0,0,0
1430,277,0,0,0
1559,277,0,0,0
1663,277,0,0,0
1749,277,0,0,0
1848,277,0,0,0
2554,277,0,0,0
2763,277,0,0,0
3492,277,0,0,0
3846,277,0,0,0
4801,277,0,0,0
4879,277,0,0,0
5572,277,0,0,0
6176,277,0,0,0
6222,277,0,0,0
6535,277,0,0,0
6644,277,0,0,0
7470,277,0,0,0
8064,277,0,0,0
8226,277,0,0,0
8448,277,0,0,0
8922,277,0,0,0
9128,277,0,0,0
9349,277,0,0,0
9694,277,0,0,0
9971,277,0,0,0
10373,277,0,0,0
10885,277,0,0,0
11307,277,0,0,0
11655,277,0,0,0
12235,277,0,0,0
12375,277,0,0,0
13451,277,0,0,0
13575,277,0,0,0
13666,277,0,0,0
13681,277,0,0,0
13721,277,0,0,0
13921,277,0,0,0
14405,277,0,0,0
15531,277,0,0,0
15691,277,0,0,0
16536,277,0,0,0
17325,277,0,0,0
17592,277,0,0,0
18278,277,0,0,0
18455,277,0,0,0
19174,277,0,0,0
19231,277,0,0,0
19732,277,0,0,0
20028,277,0,0,0
20055,277,0,0,0
20709,277,0,0,0
20999,277,0,0,0
21177,277,0,0,0
21590,277,0,0,0
47085,376,0,0,0
46933,376,0,0,0
46814,376,0,0,0
46304,376,0,0,0
46149,376,0,0,0
45726,376,0,0,0
45571,376,0,0,0
45317,376,0,0,0
45115,376,0,0,0
45074,376,0,0,0
44258,376,0,0,0
44249,376,0,0,0
44020,376,0,0,0
43980,376,0,0,0
43968,376,0,0,0
43319,376,0,0,0
1983,376,0,0,0
1851,376,0,0,0
1847,376,0,0,0
1839,376,0,0,0
1779,376,0,0,0
1676,376,0,0,0
1581,376,0,0,0
1340,376,0,0,0
1017,376,0,0,0
911,376,0,0,0
721,376,0,0,0
357,376,0,0,0
311,376,0,0,0
307,376,0,0,0
305,376,0,0,0
47634,376,0,0,0
7818,376,0,0,0
7782,376,0,0,0
7755,376,0,0,0
7654,376,0,0,0
7401,376,0,0,0
7383,376,0,0,0
7318,376,0,0,0
7179,376,0,0,0
7171,376,0,0,0
7050,376,0,0,0
6714,376,0,0,0
6242,376,0,0,0
6228,376,0,0,0
6016,376,0,0,0
5849,376,0,0,0
5794,376,0,0,0
9935,376,0,0,0
9624,376,0,0,0
9458,376,0,0,0
9455,376,0,0,0
9447,376,0,0,0
9139,376,0,0,0
9050,376,0,0,0
8996,376,0,0,0
8878,376,0,0,0
8731,376,0,0,0
8690,376,0,0,0
8136,376,0,0,0
8100,376,0,0,0
8004,376,0,0,0
7949,376,0,0,0
7917,376,0,0,0
12025,376,0,0,0
11888,376,0,0,0
11535,376,0,0,0
11444,376,0,0,0
11279,376,0,0,0
11047,376,0,0,0
10588,376,0,0,0
10507,376,0,0,0
10467,376,0,0,0
10288,376,0,0,0
10226,376,0,0,0
10162,376,0,0,0
10084,376,0,0,0
10058,376,0,0,0
10032,376,0,0,0
9956,376,0,0,0
14498,376,0,0,0
14496,376,0,0,0
14477,376,0,0,0
14248,376,0,0,0
13939,376,0,0,0
13869,376,0,0,0
13765,376,0,0,0
13564,376,0,0,0
13522,376,0,0,0
13486,376,0,0,0
13062,376,0,0,0
12973,376,0,0,0
12932,376,0,0,0
12877,376,0,0,0
12433,376,0,0,0
12359,376,0,0,0
16271,376,0,0,0
16267,376,0,0,0
16242,376,0,0,0
16104,376,0,0,0
15960,376,0,0,0
15939,376,0,0,0
15835,376,0,0,0
15594,376,0,0,0
15407,376,0,0,0
15400,376,0,0,0
15392,376,0,0,0
15353,376,0,0,0
15291,376,0,0,0
15203,376,0,0,0
15175,376,0,0,0
14756,376,0,0,0
18180,376,0,0,0
18169,376,0,0,0
18039,376,0,0,0
17801,376,0,0,0
17602,376,0,0,0
17595,376,0,0,0
17559,376,0,0,0
17422,376,0,0,0
17095,376,0,0,0
17057,376,0,0,0
16913,376,0,0,0
16894,376,0,0,0
16595,376,0,0,0
16447,376,0,0,0
16433,376,0,0,0
16385,376,0,0,0
19617,376,0,0,0
19505,376,0,0,0
19492,376,0,0,0
19435,376,0,0,0
19331,376,0,0,0
19044,376,0,0,0
18990,376,0,0,0
18897,376,0,0,0
18769,376,0,0,0
18556,376,0,0,0
18528,376,0,0,0
18473,376,0,0,0
18415,376,0,0,0
18351,376,0,0,0
18257,376,0,0,0
18247,376,0,0,0
21565,376,0,0,0
21507,376,0,0,0
21401,376,0,0,0
20915,376,0,0,0
20589,376,0,0,0
20547,376,0,0,0
20327,376,0,0,0
20316,376,0,0,0
20111,376,0,0,0
20105,376,0,0,0
19998,376,0,0,0
19908,376,0,0,0
19790,376,0,0,0
19777,376,0,0,0
19673,376,0,0,0
19657,376,0,0,0
23321,376,0,0,0
23003,376,0,0,0
49567,182,0,0,0
49420,182,0,0,0
49365,182,0,0,0
49352,182,0,0,0
49149,182,0,0,0
49147,182,0,0,0
49140,182,0,0,0
49117,182,0,0,0
49107,182,0,0,0
49104,182,0,0,0
49089,182,0,0,0
49084,182,0,0,0
49078,182,0,0,0
49053,182,0,0,0
49034,182,0,0,0
49032,182,0,0,0
308,182,0,0,0
306,182,0,0,0
300,182,0,0,0
253,182,0,0,0
243,182,0,0,0
199,182,0,0,0
163,182,0,0,0
139,182,0,0,0
123,182,0,0,0
81,182,0,0,0
80,182,0,0,0
68,182,0,0,0
51,182,0,0,0
46,182,0,0,0
21,182,0,0,0
49636,182,0,0,0
1481,182,0,0,0
1401,182,0,0,0
1394,182,0,0,0
1392,182,0,0,0
1277,182,0,0,0
1236,182,0,0,0
1204,182,0,0,0
1088,182,0,0,0
1085,182,0,0,0
998,182,0,0,0
929,182,0,0,0
866,182,0,0,0
833,182,0,0,0
728,182,0,0,0
676,182,0,0,0
663,182,0,0,0
1938,182,0,0,0
1881,182,0,0,0
1850,182,0,0,0
1836,182,0,0,0
1824,182,0,0,0
1804,182,0,0,0
1799,182,0,0,0
1779,182,0,0,0
1704,182,0,0,0
1692,182,0,0,0
1669,182,0,0,0
1623,182,0,0,0
1583,182,0,0,0
1510,182,0,0,0
1501,182,0,0,0
1498,182,0,0,0
2470,182,0,0,0
2411,182,0,0,0
2394,182,0,0,0
2359,182,0,0,0
2339,182,0,0,0
2331,182,0,0,0
2306,182,0,0,0
2240,182,0,0,0
2239,182,0,0,0
2220,182,0,0,0
2189,182,0,0,0
2169,182,0,0,0
2168,182,0,0,0
2053,182,0,0,0
2008,182,0,0,0
1989,182,0,0,0
2826,182,0,0,0
2820,182,0,0,0
2774,182,0,0,0
2756,182,0,0,0
2721,182,0,0,0
2716,182,0,0,0
2697,182,0,0,0
2681,182,0,0,0
2677,182,0,0,0
2674,182,0,0,0
2673,182,0,0,0
2594,182,0,0,0
2551,182,0,0,0
2547,182,0,0,0
2515,182,0,0,0
2497,182,0,0,0
3146,182,0,0,0
3134,182,0,0,0
3131,182,0,0,0
3127,182,0,0,0
3103,182,0,0,0
