id,area,loss_0_1,diff_loss,diff_target
2115,182,0,0,0
2296,182,0,0,0
2295,182,0,0,0
2293,182,0,0,0
2291,182,0,0,0
2283,182,0,0,0
2280,182,0,0,0
2277,182,0,0,0
2276,182,0,0,0
2274,182,0,0,0
2268,182,0,0,0
2254,182,0,0,0
2243,182,0,0,0
2236,182,0,0,0
2234,182,0,0,0
2232,182,0,0,0
2231,182,0,0,0
2360,182,0,0,0
2359,182,0,0,0
2356,182,0,0,0
2346,182,0,0,0
2342,182,0,0,0
2341,182,0,0,0
2338,182,0,0,0
2336,182,0,0,0
2335,182,0,0,0
2331,182,0,0,0
2329,182,0,0,0
2314,182,0,0,0
2307,182,0,0,0
2304,182,0,0,0
2302,182,0,0,0
2300,182,0,0,0
2451,182,0,0,0
2447,182,0,0,0
2441,182,0,0,0
2435,182,0,0,0
2434,182,0,0,0
2432,182,0,0,0
2425,182,0,0,0
2424,182,0,0,0
2413,182,0,0,0
2400,182,0,0,0
2394,182,0,0,0
2389,182,0,0,0
2386,182,0,0,0
2381,182,0,0,0
2374,182,0,0,0
2370,182,0,0,0
2531,182,0,0,0
2519,182,0,0,0
2516,182,0,0,0
2512,182,0,0,0
2502,182,0,0,0
2501,182,0,0,0
2500,182,0,0,0
2497,182,0,0,0
2494,182,0,0,0
2476,182,0,0,0
2475,182,0,0,0
2471,182,0,0,0
2459,182,0,0,0
2458,182,0,0,0
2457,182,0,0,0
2456,182,0,0,0
3511,182,0,0,0
3480,182,0,0,0
49364,75,0,0,0
49360,75,0,0,0
49357,75,0,0,0
49353,75,0,0,0
49351,75,0,0,0
49344,75,0,0,0
49342,75,0,0,0
49316,75,0,0,0
49302,75,0,0,0
49301,75,0,0,0
49282,75,0,0,0
49257,75,0,0,0
49253,75,0,0,0
49234,75,0,0,0
49134,75,0,0,0
49081,75,0,0,0
130,75,0,0,0
127,75,0,0,0
111,75,0,0,0
109,75,0,0,0
108,75,0,0,0
102,75,0,0,0
91,75,0,0,0
86,75,0,0,0
80,75,0,0,0
78,75,0,0,0
76,75,0,0,0
68,75,0,0,0
61,75,0,0,0
60,75,0,0,0
50,75,0,0,0
49371,75,0,0,0
1452,75,0,0,0
1446,75,0,0,0
1445,75,0,0,0
1442,75,0,0,0
1434,75,0,0,0
1421,75,0,0,0
1417,75,0,0,0
1411,75,0,0,0
1408,75,0,0,0
1401,75,0,0,0
1400,75,0,0,0
1398,75,0,0,0
1395,75,0,0,0
1354,75,0,0,0
1334,75,0,0,0
1321,75,0,0,0
1558,75,0,0,0
1549,75,0,0,0
1528,75,0,0,0
1526,75,0,0,0
1518,75,0,0,0
1516,75,0,0,0
1515,75,0,0,0
1502,75,0,0,0
1500,75,0,0,0
1493,75,0,0,0
1483,75,0,0,0
1480,75,0,0,0
1469,75,0,0,0
1466,75,0,0,0
1461,75,0,0,0
1455,75,0,0,0
1635,75,0,0,0
1625,75,0,0,0
1624,75,0,0,0
1621,75,0,0,0
1620,75,0,0,0
1618,75,0,0,0
1614,75,0,0,0
1607,75,0,0,0
1594,75,0,0,0
1593,75,0,0,0
1577,75,0,0,0
1566,75,0,0,0
1565,75,0,0,0
1563,75,0,0,0
1562,75,0,0,0
1561,75,0,0,0
1705,75,0,0,0
1700,75,0,0,0
1694,75,0,0,0
1691,75,0,0,0
1684,75,0,0,0
1681,75,0,0,0
1680,75,0,0,0
1671,75,0,0,0
1669,75,0,0,0
1667,75,0,0,0
1662,75,0,0,0
1660,75,0,0,0
1656,75,0,0,0
1655,75,0,0,0
1642,75,0,0,0
1640,75,0,0,0
1778,75,0,0,0
1777,75,0,0,0
1772,75,0,0,0
1771,75,0,0,0
1766,75,0,0,0
1764,75,0,0,0
1762,75,0,0,0
1752,75,0,0,0
1750,75,0,0,0
1737,75,0,0,0
1732,75,0,0,0
1728,75,0,0,0
1727,75,0,0,0
1718,75,0,0,0
1715,75,0,0,0
1711,75,0,0,0
1871,75,0,0,0
1867,75,0,0,0
1865,75,0,0,0
1864,75,0,0,0
1863,75,0,0,0
1848,75,0,0,0
1845,75,0,0,0
1828,75,0,0,0
1820,75,0,0,0
1819,75,0,0,0
1814,75,0,0,0
1813,75,0,0,0
1809,75,0,0,0
1808,75,0,0,0
1797,75,0,0,0
1789,75,0,0,0
2037,75,0,0,0
2006,75,0,0,0
1999,75,0,0,0
1987,75,0,0,0
1985,75,0,0,0
1983,75,0,0,0
1979,75,0,0,0
1967,75,0,0,0
1955,75,0,0,0
1945,75,0,0,0
1943,75,0,0,0
1942,75,0,0,0
1908,75,0,0,0
1894,75,0,0,0
1886,75,0,0,0
1875,75,0,0,0
2133,75,0,0,0
2130,75,0,0,0
2115,75,0,0,0
2112,75,0,0,0
2098,75,0,0,0
2077,75,0,0,0
2075,75,0,0,0
2073,75,0,0,0
2071,75,0,0,0
2066,75,0,0,0
2063,75,0,0,0
2060,75,0,0,0
2058,75,0,0,0
2047,75,0,0,0
2043,75,0,0,0
2041,75,0,0,0
2204,75,0,0,0
2200,75,0,0,0
2196,75,0,0,0
2194,75,0,0,0
2187,75,0,0,0
2185,75,0,0,0
2182,75,0,0,0
2181,75,0,0,0
2178,75,0,0,0
2170,75,0,0,0
2167,75,0,0,0
2166,75,0,0,0
2164,75,0,0,0
2158,75,0,0,0
2157,75,0,0,0
2155,75,0,0,0
2300,75,0,0,0
2298,75,0,0,0
2286,75,0,0,0
2278,75,0,0,0
2275,75,0,0,0
2273,75,0,0,0
2272,75,0,0,0
2255,75,0,0,0
2252,75,0,0,0
2241,75,0,0,0
2234,75,0,0,0
2230,75,0,0,0
2227,75,0,0,0
2226,75,0,0,0
2221,75,0,0,0
2214,75,0,0,0
2867,75,0,0,0
2719,75,0,0,0
2703,75,0,0,0
2613,75,0,0,0
2599,75,0,0,0
2482,75,0,0,0
2379,75,0,0,0
2375,75,0,0,0
2369,75,0,0,0
2363,75,0,0,0
2359,75,0,0,0
2343,75,0,0,0
2339,75,0,0,0
2333,75,0,0,0
2331,75,0,0,0
2312,75,0,0,0
4029,75,0,0,0
3962,75,0,0,0
49616,162,0,0,0
49609,162,0,0,0
49607,162,0,0,0
49547,162,0,0,0
49470,162,0,0,0
49459,162,0,0,0
49438,162,0,0,0
49433,162,0,0,0
49426,162,0,0,0
49421,162,0,0,0
49419,162,0,0,0
49414,162,0,0,0
49395,162,0,0,0
49368,162,0,0,0
49363,162,0,0,0
49361,162,0,0,0
104,162,0,0,0
101,162,0,0,0
99,162,0,0,0
98,162,0,0,0
97,162,0,0,0
95,162,0,0,0
88,162,0,0,0
86,162,0,0,0
81,162,0,0,0
78,162,0,0,0
72,162,0,0,0
67,162,0,0,0
61,162,0,0,0
52,162,0,0,0
32,162,0,0,0
49693,162,0,0,0
1141,162,0,0,0
1138,162,0,0,0
1134,162,0,0,0
1117,162,0,0,0
1116,162,0,0,0
1113,162,0,0,0
1102,162,0,0,0
1095,162,0,0,0
1092,162,0,0,0
1090,162,0,0,0
1085,162,0,0,0
1082,162,0,0,0
1058,162,0,0,0
1038,162,0,0,0
1022,162,0,0,0
975,162,0,0,0
1265,162,0,0,0
1264,162,0,0,0
1262,162,0,0,0
1243,162,0,0,0
1240,162,0,0,0
1233,162,0,0,0
1229,162,0,0,0
1225,162,0,0,0
1216,162,0,0,0
1201,162,0,0,0
1197,162,0,0,0
1189,162,0,0,0
1188,162,0,0,0
1177,162,0,0,0
1171,162,0,0,0
1149,162,0,0,0
1359,162,0,0,0
1350,162,0,0,0
1349,162,0,0,0
1348,162,0,0,0
1325,162,0,0,0
1319,162,0,0,0
1316,162,0,0,0
1308,162,0,0,0
1304,162,0,0,0
1303,162,0,0,0
1302,162,0,0,0
1301,162,0,0,0
1299,162,0,0,0
1296,162,0,0,0
1273,162,0,0,0
1269,162,0,0,0
1481,162,0,0,0
1478,162,0,0,0
1475,162,0,0,0
1469,162,0,0,0
1466,162,0,0,0
1448,162,0,0,0
1444,162,0,0,0
1443,162,0,0,0
1440,162,0,0,0
1438,162,0,0,0
1395,162,0,0,0
1394,162,0,0,0
1390,162,0,0,0
1381,162,0,0,0
1379,162,0,0,0
1372,162,0,0,0
1913,162,0,0,0
1912,162,0,0,0
1883,162,0,0,0
1864,162,0,0,0
1838,162,0,0,0
1797,162,0,0,0
1796,162,0,0,0
1772,162,0,0,0
1770,162,0,0,0
48481,36,0,0,0
48438,36,0,0,0
48435,36,0,0,0
48387,36,0,0,0
48386,36,0,0,0
48369,36,0,0,0
48330,36,0,0,0
48314,36,0,0,0
48269,36,0,0,0
48041,36,0,0,0
48032,36,0,0,0
47985,36,0,0,0
47879,36,0,0,0
47817,36,0,0,0
47814,36,0,0,0
47781,36,0,0,0
576,36,0,0,0
567,36,0,0,0
541,36,0,0,0
536,36,0,0,0
530,36,0,0,0
526,36,0,0,0
477,36,0,0,0
421,36,0,0,0
374,36,0,0,0
326,36,0,0,0
325,36,0,0,0
319,36,0,0,0
292,36,0,0,0
247,36,0,0,0
13,36,0,0,0
48482,36,0,0,0
4835,36,0,0,0
4831,36,0,0,0
4822,36,0,0,0
4815,36,0,0,0
4814,36,0,0,0
4790,36,0,0,0
4753,36,0,0,0
4616,36,0,0,0
4589,36,0,0,0
4452,36,0,0,0
4446,36,0,0,0
4443,36,0,0,0
4434,36,0,0,0
4402,36,0,0,0
4381,36,0,0,0
4369,36,0,0,0
5299,36,0,0,0
5298,36,0,0,0
5276,36,0,0,0
5139,36,0,0,0
5133,36,0,0,0
5132,36,0,0,0
5125,36,0,0,0
5062,36,0,0,0
5040,36,0,0,0
5029,36,0,0,0
4971,36,0,0,0
4939,36,0,0,0
4926,36,0,0,0
4881,36,0,0,0
4879,36,0,0,0
4853,36,0,0,0
5772,36,0,0,0
5762,36,0,0,0
5750,36,0,0,0
5696,36,0,0,0
5677,36,0,0,0
5619,36,0,0,0
5583,36,0,0,0
5546,36,0,0,0
5541,36,0,0,0
5439,36,0,0,0
5432,36,0,0,0
5418,36,0,0,0
5405,36,0,0,0
5374,36,0,0,0
5335,36,0,0,0
5310,36,0,0,0
5912,36,0,0,0
5906,36,0,0,0
5901,36,0,0,0
5900,36,0,0,0
5897,36,0,0,0
5871,36,0,0,0
5861,36,0,0,0
5856,36,0,0,0
5841,36,0,0,0
5833,36,0,0,0
5826,36,0,0,0
5812,36,0,0,0
5810,36,0,0,0
5801,36,0,0,0
5784,36,0,0,0
5782,36,0,0,0
6247,36,0,0,0
6217,36,0,0,0
6216,36,0,0,0
6189,36,0,0,0
6146,36,0,0,0
6119,36,0,0,0
6099,36,0,0,0
6060,36,0,0,0
6033,36,0,0,0
6029,36,0,0,0
6017,36,0,0,0
6010,36,0,0,0
5995,36,0,0,0
5972,36,0,0,0
5963,36,0,0,0
5919,36,0,0,0
6486,36,0,0,0
6479,36,0,0,0
6456,36,0,0,0
6443,36,0,0,0
6427,36,0,0,0
6392,36,0,0,0
6373,36,0,0,0
6372,36,0,0,0
6369,36,0,0,0
6339,36,0,0,0
6337,36,0,0,0
6319,36,0,0,0
6313,36,0,0,0
6300,36,0,0,0
6285,36,0,0,0
6277,36,0,0,0
7162,36,0,0,0
7129,36,0,0,0
7127,36,0,0,0
7105,36,0,0,0
7012,36,0,0,0
6991,36,0,0,0
6890,36,0,0,0
6770,36,0,0,0
6746,36,0,0,0
6716,36,0,0,0
6677,36,0,0,0
6656,36,0,0,0
6626,36,0,0,0
6567,36,0,0,0
49435,92,0,0,0
49410,92,0,0,0
49338,92,0,0,0
49310,92,0,0,0
49198,92,0,0,0
49141,92,0,0,0
49136,92,0,0,0
49109,92,0,0,0
49105,92,0,0,0
49084,92,0,0,0
49068,92,0,0,0
49045,92,0,0,0
49031,92,0,0,0
49007,92,0,0,0
48986,92,0,0,0
48965,92,0,0,0
361,92,0,0,0
207,92,0,0,0
200,92,0,0,0
194,92,0,0,0
185,92,0,0,0
166,92,0,0,0
160,92,0,0,0
148,92,0,0,0
146,92,0,0,0
143,92,0,0,0
132,92,0,0,0
130,92,0,0,0
124,92,0,0,0
105,92,0,0,0
61,92,0,0,0
49442,92,0,0,0
2644,92,0,0,0
2637,92,0,0,0
2626,92,0,0,0
2606,92,0,0,0
2592,92,0,0,0
2591,92,0,0,0
2583,92,0,0,0
2542,92,0,0,0
2533,92,0,0,0
2531,92,0,0,0
2527,92,0,0,0
2524,92,0,0,0
2523,92,0,0,0
2508,92,0,0,0
2498,92,0,0,0
2459,92,0,0,0
2771,92,0,0,0
2760,92,0,0,0
2756,92,0,0,0
2754,92,0,0,0
2749,92,0,0,0
2747,92,0,0,0
2722,92,0,0,0
2713,92,0,0,0
2709,92,0,0,0
2705,92,0,0,0
2692,92,0,0,0
2690,92,0,0,0
2676,92,0,0,0
2662,92,0,0,0
2661,92,0,0,0
2649,92,0,0,0
2899,92,0,0,0
2886,92,0,0,0
2874,92,0,0,0
2872,92,0,0,0
2871,92,0,0,0
2870,92,0,0,0
2861,92,0,0,0
2850,92,0,0,0
2847,92,0,0,0
2841,92,0,0,0
2834,92,0,0,0
2831,92,0,0,0
2830,92,0,0,0
2816,92,0,0,0
2795,92,0,0,0
2794,92,0,0,0
3075,92,0,0,0
3073,92,0,0,0
3065,92,0,0,0
3060,92,0,0,0
3046,92,0,0,0
3034,92,0,0,0
3028,92,0,0,0
3023,92,0,0,0
3010,92,0,0,0
2996,92,0,0,0
2991,92,0,0,0
2979,92,0,0,0
2939,92,0,0,0
2938,92,0,0,0
2926,92,0,0,0
2917,92,0,0,0
3232,92,0,0,0
3230,92,0,0,0
3217,92,0,0,0
3207,92,0,0,0
3195,92,0,0,0
3180,92,0,0,0
3172,92,0,0,0
3169,92,0,0,0
3156,92,0,0,0
3146,92,0,0,0
3134,92,0,0,0
3128,92,0,0,0
3111,92,0,0,0
3110,92,0,0,0
3095,92,0,0,0
3092,92,0,0,0
3328,92,0,0,0
3323,92,0,0,0
3320,92,0,0,0
3319,92,0,0,0
3318,92,0,0,0
3295,92,0,0,0
3293,92,0,0,0
3283,92,0,0,0
3271,92,0,0,0
3264,92,0,0,0
3254,92,0,0,0
3252,92,0,0,0
3244,92,0,0,0
3240,92,0,0,0
3239,92,0,0,0
3235,92,0,0,0
3475,92,0,0,0
3474,92,0,0,0
3461,92,0,0,0
3438,92,0,0,0
3429,92,0,0,0
3420,92,0,0,0
3418,92,0,0,0
3414,92,0,0,0
3409,92,0,0,0
3381,92,0,0,0
3378,92,0,0,0
3373,92,0,0,0
3371,92,0,0,0
3370,92,0,0,0
3353,92,0,0,0
3330,92,0,0,0
3685,92,0,0,0
3682,92,0,0,0
3680,92,0,0,0
3650,92,0,0,0
3649,92,0,0,0
3605,92,0,0,0
3583,92,0,0,0
3581,92,0,0,0
3567,92,0,0,0
3549,92,0,0,0
3542,92,0,0,0
3540,92,0,0,0
3528,92,0,0,0
3511,92,0,0,0
3508,92,0,0,0
3507,92,0,0,0
3813,92,0,0,0
3799,92,0,0,0
3789,92,0,0,0
3786,92,0,0,0
3778,92,0,0,0
3757,92,0,0,0
3735,92,0,0,0
3732,92,0,0,0
3731,92,0,0,0
3726,92,0,0,0
3725,92,0,0,0
3719,92,0,0,0
3717,92,0,0,0
3716,92,0,0,0
3707,92,0,0,0
3691,92,0,0,0
3982,92,0,0,0
3973,92,0,0,0
3959,92,0,0,0
3949,92,0,0,0
3947,92,0,0,0
3903,92,0,0,0
3899,92,0,0,0
3895,92,0,0,0
3879,92,0,0,0
3874,92,0,0,0
3864,92,0,0,0
3845,92,0,0,0
3842,92,0,0,0
3834,92,0,0,0
3826,92,0,0,0
3821,92,0,0,0
5115,92,0,0,0
4984,92,0,0,0
4770,92,0,0,0
4710,92,0,0,0
4558,92,0,0,0
4483,92,0,0,0
4409,92,0,0,0
4390,92,0,0,0
4355,92,0,0,0
4308,92,0,0,0
4041,92,0,0,0
4029,92,0,0,0
4010,92,0,0,0
4004,92,0,0,0
3998,92,0,0,0
3983,92,0,0,0
6007,92,0,0,0
5633,92,0,0,0
49791,199,0,0,0
49685,199,0,0,0
49611,199,0,0,0
49571,199,0,0,0
49563,199,0,0,0
49558,199,0,0,0
49535,199,0,0,0
49500,199,0,0,0
49483,199,0,0,0
49475,199,0,0,0
49440,199,0,0,0
49439,199,0,0,0
49406,199,0,0,0
49341,199,0,0,0
49339,199,0,0,0
49316,199,0,0,0
227,199,0,0,0
226,199,0,0,0
224,199,0,0,0
218,199,0,0,0
202,199,0,0,0
199,199,0,0,0
194,199,0,0,0
188,199,0,0,0
181,199,0,0,0
178,199,0,0,0
173,199,0,0,0
135,199,0,0,0
111,199,0,0,0
109,199,0,0,0
58,199,0,0,0
49792,199,0,0,0
4888,199,0,0,0
4883,199,0,0,0
4745,199,0,0,0
4741,199,0,0,0
55,238,1,0,-1
297,238,1,0,-1
401,238,1,0,-1
601,238,1,0,-1
1849,238,1,0,-1
1045,238,1,0,-1
2516,238,1,0,-1
2076,238,1,0,-1
3906,238,1,0,-1
3790,238,1,0,-1
2924,238,1,0,-1
3086,238,1,0,-1
3954,238,1,0,-1
4194,238,1,0,-1
4106,238,1,0,-1
4074,238,1,0,-1
5100,238,1,0,-1
5208,238,1,0,-1
5338,238,1,0,-1
4206,238,1,0,-1
4795,238,1,0,-1
4822,238,1,0,-1
4914,238,1,0,-1
5015,238,1,0,-1
5405,238,1,0,-1
5867,238,1,0,-1
5922,238,1,0,-1
5400,238,1,0,-1
6242,238,1,0,-1
6516,238,1,0,-1
6513,238,1,0,-1
6350,238,1,0,-1
10790,238,1,0,-1
10999,238,1,0,-1
9588,238,1,0,-1
6857,238,1,0,-1
6949,238,1,0,-1
6951,238,1,0,-1
7116,238,1,0,-1
8036,238,1,0,-1
8960,238,1,0,-1
8301,238,1,0,-1
8359,238,1,0,-1
8515,238,1,0,-1
8976,238,1,0,-1
8706,238,1,0,-1
9368,238,1,0,-1
9077,238,1,0,-1
11864,238,1,0,-1
12003,238,1,0,-1
11048,238,1,0,-1
9821,238,1,0,-1
9828,238,1,0,-1
9914,238,1,0,-1
10429,238,1,0,-1
10698,238,1,0,-1
12270,238,1,0,-1
12630,238,1,0,-1
11367,238,1,0,-1
14564,238,1,0,-1
14023,238,1,0,-1
13882,238,1,0,-1
13276,238,1,0,-1
13176,238,1,0,-1
45316,238,1,0,-1
39905,238,1,0,-1
39002,238,1,0,-1
25488,238,1,0,-1
21297,238,1,0,-1
14096,238,1,0,-1
14694,238,1,0,-1
15304,238,1,0,-1
16986,238,1,0,-1
15397,238,1,0,-1
15862,238,1,0,-1
16596,238,1,0,-1
17114,238,1,0,-1
16965,238,1,0,-1
18003,238,1,0,-1
17135,238,1,0,-1
20122,238,1,0,-1
19068,238,1,0,-1
18382,238,1,0,-1
18799,238,1,0,-1
18873,238,1,0,-1
18835,238,1,0,-1
18886,238,1,0,-1
18947,238,1,0,-1
20248,238,1,0,-1
19639,238,1,0,-1
19303,238,1,0,-1
19620,238,1,0,-1
21062,238,1,0,-1
21054,238,1,0,-1
20967,238,1,0,-1
20867,238,1,0,-1
29396,238,1,0,-1
43995,238,1,0,-1
34812,238,1,0,-1
21843,238,1,0,-1
23273,238,1,0,-1
21438,238,1,0,-1
21684,238,1,0,-1
21587,238,1,0,-1
47714,78,0,0,0
47705,78,1,1,0
47589,78,0,0,0
47518,78,0,0,0
47196,78,0,0,0
47114,78,1,1,0
46956,78,0,0,0
46795,78,0,0,0
46739,78,0,0,0
46549,78,0,0,0
45171,78,0,0,0
44956,78,0,0,0
44906,78,0,0,0
44304,78,0,0,0
43898,78,0,0,0
43840,78,0,0,0
746,78,0,0,0
718,78,1,1,0
690,78,0,0,0
661,78,0,0,0
638,78,0,0,0
631,78,0,0,0
616,78,0,0,0
572,78,0,0,0
549,78,0,0,0
548,78,0,0,0
516,78,0,0,0
513,78,0,0,0
489,78,0,0,0
373,78,0,0,0
372,78,0,0,0
47767,78,1,1,0
7155,78,0,0,0
7147,78,0,0,0
7112,78,0,0,0
7052,78,0,0,0
7022,78,0,0,0
7017,78,0,0,0
6927,78,0,0,0
6919,78,0,0,0
6917,78,0,0,0
6897,78,0,0,0
6815,78,0,0,0
6798,78,0,0,0
6755,78,0,0,0
6749,78,0,0,0
6741,78,0,0,0
6740,78,0,0,0
7474,78,0,0,0
7470,78,0,0,0
7420,78,0,0,0
7417,78,0,0,0
7414,78,0,0,0
7397,78,0,0,0
7339,78,0,0,0
7335,78,0,0,0
7319,78,0,0,0
7310,78,0,0,0
7309,78,0,0,0
7246,78,0,0,0
7221,78,0,0,0
7201,78,0,0,0
7196,78,0,0,0
7159,78,0,0,0
7901,78,0,0,0
7895,78,0,0,0
7891,78,0,0,0
7844,78,0,0,0
7835,78,0,0,0
7814,78,0,0,0
7807,78,0,0,0
7804,78,0,0,0
7778,78,0,0,0
7763,78,0,0,0
7713,78,0,0,0
7679,78,0,0,0
7594,78,0,0,0
7555,78,0,0,0
7542,78,0,0,0
7525,78,0,0,0
8330,78,0,0,0
8311,78,0,0,0
